,0
ATVI,0.03992921831394423
ALGN,0.024476855279612506
KHC,0.022539338512973177
LBTYK,0.02903758814928529
MXIM,0.1662734444144267
MSFT,0.5015210403224779
ROST,0.09446065832577827
VRTX,0.04802744228689968
XEL,0.07373441439460227
