,0
ATVI,0.02487949134108713
GOOGL,0.18944348534804148
ANSS,0.04118213842834085
ADP,0.04696592030845065
BIIB,0.00275182954608482
CHTR,0.07099263093359132
CTXS,0.0
DLTR,0.016160011958043518
EXPE,0.006619859277500956
JD,0.03644351866861842
KHC,0.016878580010004248
LBTYA,0.0
MXIM,0.1146275664098109
MSFT,0.258140090075865
MRNA,0.0053626271866397445
PCAR,0.04979377743098597
PDD,0.010903538283308091
TSLA,0.03005177470728715
ULTA,0.013279379184921314
VRTX,0.03476995593942401
XEL,0.030753824961994313
