,0
ATVI,0.039530655454085156
ALGN,0.02996371540388771
GOOGL,0.2774711244764783
ANSS,0.13510143147683273
BKNG,0.046813761680652106
KHC,0.003861572198009564
LBTYK,0.021236348865391684
MXIM,0.13942675907752655
MRNA,0.0019241911260871407
PCAR,0.0599310447110155
PAYX,0.10886728153364048
ROST,0.060053768967506554
VRTX,0.04279555130226429
XEL,0.033022793726622195
