,0
ATVI,0.01621104506979742
ALGN,0.02075216435595585
GOOGL,0.2036664021561348
ANSS,0.0654335049870791
ADP,0.027360965997682986
BIIB,0.006112480727586646
BKNG,0.03763559117997584
CMCSA,0.04660528293714176
DLTR,0.01934157725979135
JD,0.045618431514322676
KHC,0.026807364432162983
LBTYK,0.001462614812876623
MXIM,0.11823159686744597
MSFT,0.2531640716449552
MRNA,0.00291426620570547
PCAR,0.03424322338829379
ULTA,0.011879456388240046
VRTX,0.021937324927790623
XEL,0.04062263514706104
