,0
ATVI,0.011370122357657041
AMD,0.007792499216689484
ALXN,0.0
ALGN,0.005350230288533075
GOOGL,0.10536195715706853
AMGN,0.007538140115027257
AAPL,0.09682397823501772
AMAT,0.016452343894113652
ADSK,0.0
BIDU,0.007259063238972464
BIIB,0.011140259398288676
BMRN,0.00455168119081119
BKNG,0.008071861843242559
AVGO,0.019579241445988053
CDNS,0.014780787152303462
CDW,0.0
CERN,0.0
CHTR,0.016570208223560822
CHKP,0.0007679574564669076
CTAS,0.00384433712564057
CSCO,0.025990067705994418
CTXS,0.005452768098753278
CTSH,0.0
CMCSA,0.02716116877085654
CPRT,0.0
COST,0.009239832952397048
CSX,0.012777289123810815
DXCM,0.004294918978046576
DOCU,0.0
DLTR,0.0
EBAY,0.010892325104157262
EA,0.0
EXC,0.0043355229804185455
EXPE,0.008318979810529974
FB,0.05823543726174746
FAST,5.89197256481953e-05
FISV,0.003207967946684841
GILD,0.006633179763958943
IDXX,0.007549271353599481
ILMN,0.010711431270335308
INCY,0.0
INTC,0.02503128150655076
INTU,0.019275070471568703
ISRG,0.006047874874983682
JD,0.010132080523951734
KHC,0.011027866228177675
LBTYA,0.0
LULU,0.004304786147843715
MAR,0.0029328093693536963
MELI,0.011124029987702176
MCHP,0.0217964134941734
MU,0.010835358556324191
MSFT,0.14733589288318458
MRNA,0.0
MDLZ,0.011430914847805009
MNST,0.0
NTES,0.00042479927736370997
NFLX,0.03164706758445379
ORLY,0.01317716674986635
PCAR,0.0
PAYX,0.0
PEP,0.023324664875379122
PDD,0.0008684331207780135
QCOM,0.01170759210080482
REGN,0.004533913110680907
ROST,0.012917540166592805
SGEN,0.0007443072906287218
SIRI,0.004462905820662521
SPLK,0.005609729776852646
SBUX,0.007560961952465603
TMUS,0.014246031227537337
TTWO,0.0011273793237423179
TSLA,0.007880447352208652
TCOM,0.005255116442587458
ULTA,0.004482975963680906
VRSK,0.013308903242714295
VRTX,0.00782165221223001
WBA,0.011004229185041911
WDAY,0.000275092121959478
XEL,0.004230963023828905
