,0
ATVI,0.0366621041585626
ALGN,0.021738614778450956
GOOGL,0.2815714859078953
ANSS,0.11288606551977683
ADP,0.07290645720379314
BKNG,0.04866858105835535
CHTR,0.07450874171264764
DLTR,0.019769682575147888
JD,0.04290085929538469
KHC,0.01215398367286039
LBTYK,0.016414706983293764
MXIM,0.10456164162221333
MRNA,0.0020647991889928014
PCAR,0.05282950453557023
ULTA,0.020635929741068353
VRTX,0.049752158260457854
XEL,0.029974683785528786
