,0
ATVI,0.04386212695476252
GOOGL,0.32197906612519417
ANSS,0.15641586719408676
EXPE,0.013643063258485839
KHC,0.009603318549304275
LBTYK,0.02381830781700167
MXIM,0.13878541447805778
PCAR,0.08474424681891618
PAYX,0.10295729368537761
VRTX,0.06528987753175174
XEL,0.03890141758706134
