,0
ATVI,0.036853543382552416
ALGN,0.031875816170833085
GOOGL,0.2914186629347904
ANSS,0.1308784066790431
BKNG,0.05303584187663687
KHC,0.007323809439523366
LBTYK,0.020977669417577175
MXIM,0.14368038047837017
PCAR,0.057149644574307205
PAYX,0.15459984291725107
VRTX,0.04681485822166539
XEL,0.0253915239074496
