,0
ALGN,0.014919000658808192
LBTYK,0.04006917883132959
MXIM,0.19261724819556947
MSFT,0.5319066955491496
ROST,0.09011347922966924
VRTX,0.06537381674629428
XEL,0.06500058078917959
